urun_adi,Fiyat_str,gelis_fiyati_usd,baski_kapasitesi,stok,kendi_depomuz,stok_kodu,yazici_uyumluluk_listesi
XBox BROTHER TN-3437 Yüksek Kapasite (8K),4.70 USD 187.20 TL,4.70,8000,100,2,11893,"BROTHER TN3437: HLL5000, HLL5100, HLL5200, HLL6200, HLL6250, HLL6300, HLL6400, DCPL5500, DCPL5600, DCPL5650, DCPL6600, MFCL5700, MFCL5750, MFCL5755, MFCL5800, MFCL5850, MFCL5900, MFCL6700, MFCL6750, MFCL6800, MFCL6900"
XBox BROTHER TN-3467 Extra Yüksek Kapasite (12K),5.00 USD 198.92 TL,5.00,12000,100,10,11894,"BROTHER TN3467: HLL5000, HLL5100, HLL5200, HLL6200, HLL6250, HLL6300, HLL6400, DCPL5500, DCPL5600, DCPL5650, DCPL6600, MFCL5700, MFCL5750, MFCL5755, MFCL5800, MFCL5850, MFCL5900, MFCL6700, MFCL6750, MFCL6800, MFCL6900"
XBox BROTHER TN-3487 Ekstra Yüksek Kapasite (20K),7.20 USD 286.66 TL,7.20,20000,50,0,17421,"BROTHER TN3487: HLL6400, HLL6450, MFCL6900"
Xbox BROTHER TN-461BK Black (3K),4.35 USD 173.21 TL,4.35,3000,100,4,16440,"BROTHER TN461K: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
Xbox BROTHER TN-461C Cyan (3K),4.35 USD 173.21 TL,4.35,3000,100,3,16441,"BROTHER TN461C: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
Xbox BROTHER TN-461M Magenta (3K),4.35 USD 173.21 TL,4.35,3000,100,3,16442,"BROTHER TN461M: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
Xbox BROTHER TN-461Y Yellow (3K),4.35 USD 173.21 TL,4.35,3000,100,3,16443,"BROTHER TN461Y: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
XBox BROTHER TN-466C Cyan (6.5K),5.69 USD 226.53 TL,5.69,6500,50,1,16445,"BROTHER TN466C: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
XBox BROTHER TN-466K Black (6.5K),4.30 USD 171.31 TL,4.30,6500,100,3,16444,"BROTHER TN466K: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
Xbox BROTHER TN-466M Magenta (6.5K),5.69 USD 226.53 TL,5.69,6500,50,1,16446,"BROTHER TN466M: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
Xbox BROTHER TN-466Y Yellow (6.5K),5.69 USD 226.53 TL,5.69,6500,50,1,16447,"BROTHER TN466Y: DCP-L8410, HL-L8260, HL-L8360, MFC-L8690, MFC-L8900"
XBox CANON CRG-069BK Black (2.1K),11.50 USD 457.97 TL,11.50,2100,0,0,17113,"CANON CRG069BK: LBP673, MF752, MF754"
XBox CANON CRG-069BK Chipsiz (2.1K),6.59 USD 262.45 TL,6.59,2100,0,0,17109,"CANON CRG069BK: LBP673, MF752, MF754"
XBox CANON CRG-069C Cyan (1.9K),11.50 USD 457.97 TL,11.50,1900,6,2,17114,"CANON CRG069C: LBP673, MF752, MF754"
XBox CANON CRG-069C Cyan Chipsiz (1.9K),6.59 USD 262.45 TL,6.59,1900,0,0,17110,"CANON CRG069C: LBP673, MF752, MF754"
XBox CANON CRG-069HBK Black (7.6K),14.50 USD 577.10 TL,14.50,7600,0,0,17121,"CANON CRG069HBK: LBP673, MF752, MF754"
XBox CANON CRG-069HBK Black Chipsiz (7.6K),7.85 USD 312.37 TL,7.85,7600,0,0,17117,"CANON CRG069HBK: LBP673, MF752, MF754"
XBox CANON CRG-069HC Cyan (5.5K),14.50 USD 577.10 TL,14.50,5500,20,0,17122,"CANON CRG069HC: LBP673, MF752, MF754"
XBox CANON CRG-069HC Cyan Chipsiz (5.5K),7.60 USD 302.54 TL,7.60,5500,10,1,17118,"CANON CRG069HC: LBP673, MF752, MF754"
XBox CANON CRG-069HM Magenta (5.5K),14.50 USD 577.10 TL,14.50,5500,20,0,17123,"CANON CRG069HM: LBP673, MF752, MF754"
XBox CANON CRG-069HM Magenta Chipsiz (5.5K),7.60 USD 302.54 TL,7.60,5500,10,1,17119,"CANON CRG069HM: LBP673, MF752, MF754"
XBox CANON CRG-069HY Yellow (5.5K),14.50 USD 577.10 TL,14.50,5500,20,0,17124,"CANON CRG069HY: LBP673, MF752, MF754"
XBox CANON CRG-069HY Yellow Chipsiz (5.5K),7.60 USD 302.54 TL,7.60,5500,10,1,17120,"CANON CRG069HY: LBP673, MF752, MF754"
XBox CANON CRG-069M Magenta (1.9K),11.50 USD 457.97 TL,11.50,1900,9,2,17115,"CANON CRG069M: LBP673, MF752, MF754"
XBox CANON CRG-069M Magenta Chipsiz (1.9K),6.59 USD 262.45 TL,6.59,1900,0,0,17111,"CANON CRG069M: LBP673, MF752, MF754"
XBox CANON CRG-069Y Yellow (1.9K),11.50 USD 457.97 TL,11.50,1900,7,2,17116,"CANON CRG069Y: LBP673, MF752, MF754"
XBox CANON CRG-069Y Yellow Chipsiz (1.9K),6.59 USD 262.45 TL,6.59,1900,0,0,17112,"CANON CRG069Y: LBP673, MF752, MF754"
XBox CANON CRG-070 (3K),9.00 USD 358.13 TL,9.00,3000,100,1,16826,"CANON CRG070: LBP243, LBP246, LBP247, MF461, MF462, MF463, MF465"
XBox CANON CRG-070 Chipsiz (3K),5.40 USD 214.80 TL,5.40,3000,100,40,16323,"CANON CRG-070: LBP243, LBP246, LBP247, MF461, MF462, MF463, MF465"
XBox CANON CRG-070H (10.2K),12.75 USD 507.51 TL,12.75,10200,8,0,16828,"CANON CRG070H: LBP243, LBP246, LBP247, MF461, MF462, MF463, MF465"
XBox CANON CRG-070H Chipsiz (10K),6.35 USD 252.62 TL,6.35,10000,100,20,16324,"CANON CRG-070H: LBP243, LBP246, LBP247, MF461, MF462, MF463, MF465"
XBox CANON CRG-071 (1.2K),7.50 USD 298.38 TL,7.50,1200,50,4,16832,"CANON CRG071: LBP122, MF272, MF275"
XBox CANON CRG-071H (2.5K),8.25 USD 328.26 TL,8.25,2500,40,4,16834,"CANON CRG071H: LBP122, MF272, MF275"
XBox CANON CRG-071H Chipsiz (2.5K),4.30 USD 171.31 TL,4.30,2500,0,0,16717,"CANON CRG-071H: LBP122, MF272, MF275"
"XBox HP CB540A,CE320A,CF210X & CANON CRG-716,CRG-731 Black (2.2K)",4.86 USD 193.63 TL,4.86,2200,100,50,11633,"HP CB540A (125A): CP1215, CP1217, CP1515, CP1518, CM1312; HP CE320A (128A): CP1525, CM1415; HP CF210X (131X): M251, M276; CANON CRG716: LBP5050, MF8030, MF8040, MF8050, MF8080; CANON CRG731H: LBP7100, LBP7110, MF623, MF624, MF628, MF8230, MF8280"
"XBox HP CB541A,CE321A,CF211A & CANON CRG-716,CRG-731 Cyan (1.4K)",4.86 USD 193.63 TL,4.86,1400,100,50,11634,"HP CB541A (125A): CP1215, CP1217, CP1515, CP1518, CM1312; HP CE321A (128A): CP1525, CM1415; HP CF211A (131A): M251, M276; CANON CRG716: LBP5050, MF8030, MF8040, MF8050, MF8080; CANON CRG731: LBP7100, LBP7110, MF623, MF624, MF628, MF8230, MF8280"
"XBox HP CB542A,CE322A,CF212A & CANON CRG-716,CRG-731 Yellow (1.4K)",4.86 USD 193.63 TL,4.86,1400,100,50,11635,"HP CB542A (125A): CP1215, CP1217, CP1515, CP1518, CM1312; HP CE322A (128A): CP1525, CM1415; HP CF212A (131A): M251, M276; CANON CRG716: LBP5050, MF8030, MF8040, MF8050, MF8080; CANON CRG731: LBP7100, LBP7110, MF623, MF624, MF628, MF8230, MF8280"
"XBox HP CB543A,CE323A,CF213A & CANON CRG-716,CRG-731 Magenta (1.4K)",4.86 USD 193.63 TL,4.86,1400,100,50,11636,"HP CB543A (125A): CP1215, CP1217, CP1515, CP1518, CM1312; HP CE323A (128A): CP1525, CM1415; HP CF213A (131A): M251, M276; CANON CRG716: LBP5050, MF8030, MF8040, MF8050, MF8080; CANON CRG731: LBP7100, LBP7110, MF623, MF624, MF628, MF8230, MF8280"
"XBox HP CC364A,CE390A (10K)",9.49 USD 377.80 TL,9.49,10000,20,10,11228,"HP CC364A (64A): P4014, P4015, P4515; HP CE390A (90A): M601, M602, M603, M4555"
"XBox HP CC530A,CE410A,CF380X & CANON CRG-718 Black (3.5K)",5.14 USD 204.59 TL,5.14,3500,100,20,11788,"HP CC530A (304A): CM2320, CP2025; HP CE410A (305A): M351, M375, M451, M475; HP CF380X (312X): M476; CANON CRG718: LBP7200, LBP7210, LBP7660, LBP7680, MF724, MF728, MF729, MF8330, MF8340, MF8350, MF8360, MF8380, MF8540, MF8550, MF8580"
"XBox HP CC531A,CE411A,CF381A & CANON CRG-718 Cyan (2.8K)",5.14 USD 204.59 TL,5.14,2800,50,10,11789,"HP CC531A (304A): CM2320, CP2025; HP CE411A (305A): M351, M375, M451, M475; HP CF381A (312A): M476; CANON CRG718: LBP7200, LBP7210, LBP7660, LBP7680, MF724, MF728, MF729, MF8330, MF8340, MF8350, MF8360, MF8380, MF8540, MF8550, MF8580"
"XBox HP CC532A,CE412A,CF382A & CANON CRG-718 Yellow (2.8K)",5.14 USD 204.59 TL,5.14,2800,50,10,11790,"HP CC532A (304A): CM2320, CP2025; HP CE412A (305A): M351, M375, M451, M475; HP CF382A (312A): M476; CANON CRG718: LBP7200, LBP7210, LBP7660, LBP7680, MF724, MF728, MF729, MF8330, MF8340, MF8350, MF8360, MF8380, MF8540, MF8550, MF8580"
"XBox HP CC533A,CE413A,CF383A & CANON CRG-718 Magenta (2.8K)",5.14 USD 204.59 TL,5.14,2800,50,10,11791,"HP CC533A (304A): CM2320, CP2025; HP CE413A (305A): M351, M375, M451, M475; HP CF383A (312A): M476; CANON CRG718: LBP7200, LBP7210, LBP7660, LBP7680, MF724, MF728, MF729, MF8330, MF8340, MF8350, MF8360, MF8380, MF8540, MF8550, MF8580"
"XBox HP CE250A,CE400A & CANON CRG-723 Black (5K)",12.41 USD 493.90 TL,12.41,5000,100,8,12850,"HP CE250A (504A): CP3525, CM3530; HP CE400A (507A): M551, M570, M575; CANON CRG723: LBP5460, LBP7750, MF7750"
"XBox HP CE250X,CE400X & CANON CRG-723H Black (10.5K)",15.51 USD 617.56 TL,15.51,10500,40,0,11928,"HP CE250X (504X): CP3525, CM3530; HP CE400X (507X): M551, M570, M575; CANON CRG723H: LBP5460, LBP7750, MF7750"
"XBox HP CE251A,CE401A & CANON CRG-723 Cyan (7K)",12.41 USD 493.90 TL,12.41,7000,100,1,12851,"HP CE251A (504A): CP3525, CM3530; HP CE401A (507A): M551, M570, M575; CANON CRG723: LBP5460, LBP7750, MF7750"
"XBox HP CE252A,CE402A & CANON CRG-723 Yellow (7K)",12.41 USD 493.90 TL,12.41,7000,100,1,12852,"HP CE252A (504A): CP3525, CM3530; HP CE402A (507A): M551, M570, M575; CANON CRG723: LBP5460, LBP7750, MF7750"
"XBox HP CE253A,CE403A & CANON CRG-723 Magenta (7K)",12.41 USD 493.90 TL,12.41,7000,100,2,12853,"HP CE253A (504A): CP3525, CM3530; HP CE403A (507A): M551, M570, M575; CANON CRG723: LBP5460, LBP7750, MF7750"
XBox HP CE255A (55A) & CANON CRG-724 (6K),7.89 USD 314.27 TL,7.89,6000,100,10,15042,"HP CE255A (55A): M521, M525, P3010, P3015, P3016; CANON CRG724: LBP6700, LBP6750, LBP6780, MF512, MF515"
XBox HP CE255X (55X) & CANON CRG-724H (12.5K),9.85 USD 392.17 TL,9.85,12500,100,20,11233,"HP CE255X (55X): M521, M525, P3010, P3015, P3016; CANON CRG724H: LBP6700, LBP6750, LBP6780, MF512, MF515"
"XBox HP CE278A & CRG-726, CRG-728 (2.1K)",2.80 USD 111.56 TL,2.80,2100,100,100,15127,"HP CE278A (78A): M1536, P1566, P1606; CANON CRG726: LBP6200, LBP6230, LBP6240; CANON CRG728: D530, D550, D560, L150, L170, L190, L410, MF4410, MF4412, MF4420, MF4430, MF4450, MF4550, MF4570, MF4580, MF4730, MF4750, MF4770, MF4780, MF4870, MF4890"
"XBox HP CE285A,CB435A,CB436A & CANON CRG-712,713,725 (1.6K)",2.85 USD 113.45 TL,2.85,1600,100,100,15076,"HP CB435A (35A): P1002, P1003, P1004, P1005, P1006, P1009; HP CB436A (36A): P1505, M1120, M1522; HP CE285A (85A): P1102, P1104, P1107, P1109, M1130, M1132, M1134, M1137, M1138, M1139, M1210, M1212, M1213, M1214, M1216, M1217. M1219; CANON CRG712: LBP3010, LBP3050, LBP3100, LBP3150; CANON CRG713: LBP3250; CANON CRG725: LBP6000, LBP6020, LBP6030, MF3010"
"XBox HP CE310A,CF350A & CANON CRG-729 Black (1.2K)",2.75 USD 109.29 TL,2.75,1200,100,20,11792,"HP CE310A (126A): CP1025, M175, M275; HP CF350A (130A): M176, M177; CANON CRG729: LBP7010, LBP7018"
"XBox HP CE311A,CF351A & CANON CRG-729 Cyan (1K)",2.75 USD 109.29 TL,2.75,1000,100,10,11793,"HP CE311A (126A): CP1025, M175, M275; HP CF351A (130A): M176, M177; CANON CRG729: LBP7010, LBP7018"
"XBox HP CE312A,CF352A & CANON CRG-729 Yellow (1K)",2.75 USD 109.29 TL,2.75,1000,100,10,11794,"HP CE312A (126A): CP1025, M175, M275; HP CF352A (130A): M176, M177; CANON CRG729: LBP7010, LBP7018"
"XBox HP CE313A,CF353A & CANON CRG-729 Magenta (1K)",2.75 USD 109.29 TL,2.75,1000,100,9,11795,"HP CE313A (126A): CP1025, M175, M275; HP CF353A (130A): M176, M177; CANON CRG729: LBP7010, LBP7018"
XBox HP CE314A Drum Unit (14K),4.19 USD 166.78 TL,4.19,14000,100,6,12573,"HP CE314A (126A): CP1025, M175, M176, M177, M275"
"XBox HP CE505A,CF280A & CANON CRG-719 (2.7K)",3.95 USD 157.32 TL,3.95,2700,100,100,15134,"HP CE505A (05A): P2035, P2050, P2055; HP CF280A (80A): M401, M425; CANON CRG719: LBP251, LBP252, LBP253, LBP6300, LBP6310, LBP6650, LBP6670, LBP6680, MF411, MF414, MF416, MF418, MF419, MF5840, MF5850, MF5880, MF5940, MF5950, MF5960, MF5980, MF6140, MF6160, MF6180; CANON EXV40: IR1133"
"XBox HP CE505X,CF280X & CANON CRG-719H (6.9K)",4.73 USD 188.33 TL,4.73,6900,100,100,15180,"HP CE505X (05X): P2050, P2055; HP CF280X (80X): M401, M425; CANON CRG719H: LBP251, LBP252, LBP253, LBP6300, LBP6310, LBP6650, LBP6670, LBP6680, MF411, MF414, MF416, MF418, MF419, MF5840, MF5850, MF5880, MF5940, MF5950, MF5960, MF5980, MF6140, MF6160, MF6180; CANON EXV40: IR1133"
"XBox HP CE505XL,CF280XL & CRG-719HXL (10K)",8.25 USD 328.26 TL,8.25,10000,100,30,11644,"HP CE505XL: P2050, P2055; HP CF280XL: M401, M425; CANON CRG719HXL: LBP251, LBP252, LBP253, LBP6300, LBP6310, LBP6650, LBP6670, LBP6680, MF411, MF414, MF416, MF418, MF419, MF5840, MF5850, MF5880, MF5940, MF5950, MF5960, MF5980, MF6140, MF6160, MF6180; CANON EXV40: IR1133"
XBox HP CE740A Black (7K),"33.75 USD 1,343.66 TL",33.75,7000,100,1,16850,"HP CE740A (307A): CP5220, CP5225"
XBox HP CE741A Cyan (7.3K),"33.75 USD 1,343.66 TL",33.75,7300,100,1,16851,"HP CE741A (307A): CP5220, CP5225"
XBox HP CE742A Yellow (7.3K),"33.75 USD 1,343.66 TL",33.75,7300,100,1,16852,"HP CE742A (307A): CP5220, CP5225"
XBox HP CE743A Magenta (7.3K),"33.75 USD 1,343.66 TL",33.75,7300,100,1,16853,"HP CE743A (307A): CP5220, CP5225"
XBox HP CF217A (17A) & CANON CRG-047 (1.6K),2.59 USD 103.24 TL,2.59,1600,100,100,11779,"HP CF217A (17A): M102, M130, M132; CANON 047 BK: LBP110, LBP112, LBP113, MF110"
XBox HP CF219A & CANON CRG-049 Drum Unit (12K),3.18 USD 126.69 TL,3.18,12000,100,40,12574,"HP CF219A (19A): M102, M104, M130, M132; CANON CRG049: LBP110, LBP112, LBP113, MF110, MF112, MF113"
XBox HP CF226A (26A) & CANON CRG-052 (3.1K),4.37 USD 173.96 TL,4.37,3100,100,50,11532,"CANON 052 BK: LBP212, LBP214, LBP215, MF421, MF424, MF426, MF428, MF429; HP CF226A (26A): M402, M426"
XBox HP CF226X (26X) & CANON CRG-052H (9.2K),5.69 USD 226.53 TL,5.69,9200,100,50,15121,"CANON 052H BK: LBP212, LBP214, LBP215, MF421, MF424, MF426, MF428, MF429; HP CF226X (26X): M402, M426"
"XBox HP CF230A & CANON CRG-051 (1,7K)",2.68 USD 106.65 TL,2.68,1700,100,10,12769,"HP CF230A (30A): M203, M227; CANON CRG051: LBP162, MF260, MF264, MF267, MF269"
XBox HP CF230X & CANON CRG-051H (4K),3.40 USD 135.39 TL,3.40,4000,100,10,12771,"HP CF230X (30X): M203, M227; CANON CRG051H: LBP162, MF260, MF264, MF267, MF269"
XBox HP CF232A & CANON CRG-051 Drum Unit (23K),2.96 USD 117.99 TL,2.96,23000,100,4,13095,"HP CF232A (32A): M203, M206, M227, M230; CANON CRG051: LBP162, MF264, MF267, MF269"
XBox HP CF233A (33A) (2.3K),2.25 USD 89.63 TL,2.25,2300,100,8,15124,"HP CF233A (33A): M106, M134"
"XBox HP CF234A Drum Unit (9,2K)",7.20 USD 286.66 TL,7.20,9200,100,2,12803,"HP CF234A (34A): M106, M134"
XBox HP CF259A (3K),7.25 USD 288.55 TL,7.25,3000,100,10,14754,"HP CF259A (59A): M304, M305, M404, M405, M406, M407, M430, MFP M329, MFP M428, MFP M429"
XBox HP CF259A (59A) & CANON CRG-057 Chipsiz (3K),4.65 USD 184.93 TL,4.65,3000,100,40,12466,"HP CF259A (59A): M304, M305, M404, M405, M406, M407, M430, MFP M329, MFP M428, MFP M429; CANON CRG057: LBP223, LBP226, LBP228, LBP233, LBP236, LBP237, MF443, MF445, MF446, MF449, MF451, MF452, MF453, MF455"
XBox HP CF259X (10K),9.95 USD 395.95 TL,9.95,10000,100,10,14755,"HP CF259X (59X): M304, M305, M404, M405, M406, M407, M430, MFP M329, MFP M428, MFP M429"
XBox HP CF259X (59x) & CANON CRG-057H & T08 Chipsiz (10K),6.21 USD 247.33 TL,6.21,10000,100,100,12467,"HP CF259X (59X): M304, M305, M404, M405, M406, M407, M430, MFP M329, MFP M428, MFP M429; CANON CRG057H: LBP223, LBP226, LBP228, LBP233, LBP236, LBP237, MF443, MF445, MF446, MF449, MF451, MF452, MF453, MF455; CANON T08: X1238"
XBox HP CF259Y (59Y) & CANON CRG-057Y Chipsiz (18K),13.12 USD 522.26 TL,13.12,18000,8,0,16802,"HP CF259Y (59Y): M404, M428; CANON CRG057Y: LBP223, LBP226, LBP228, MF443, MF445, MF446, MF449"
XBox HP CF283A & CANON CRG 737 (1.5K),2.95 USD 117.61 TL,2.95,1500,100,100,14897,"HP CF283A (83A): M125, M126, M127, M201, M225; CANON CRG737: LBP151, MF211, MF212, MF216, MF217, MF221, MF222, MF224, MF226, MF227, MF229, MF231, MF232, MF236, MF237, MF244, MF247, MF249"
XBox HP CF283X (83X) & CANON CRG737 (2.4K),3.10 USD 123.29 TL,3.10,2400,100,100,15154,"HP CF283X (83X): M201, M225; CANON CRG737: LBP151, MF211, MF212, MF216, MF217, MF221, MF222, MF224, MF226, MF227, MF229, MF231, MF232, MF236, MF237, MF244, MF247, MF249"
XBox HP CF287A & CANON CRG-041 (10K),6.21 USD 247.33 TL,6.21,10000,100,9,12799,"HP CF287A (87A): M501, M506, M527; CANON CRG041: LBP312, MF522, MF525"
XBox HP CF287X & CANON CRG-041H (20K),8.15 USD 324.48 TL,8.15,20000,100,2,12800,"HP CF287X (87X): M501, M506, M527; CANON CRG041H: LBP312, MF522, MF525"
XBox HP CF289A (89A) & CANON CRG-056 Chipsiz (5K),5.55 USD 220.86 TL,5.55,5000,0,0,17080,"HP CF289A (89A): M507, M528, E50145, E52645; CANON CRG056L: LBP325, MF542, MF543, MF552, MF553"
XBox HP CF289X (89X) & CANON CRG-056 Chipsiz (10K),6.98 USD 277.96 TL,6.98,10000,100,0,12802,"HP CF289X (89X): M507, M528, E50145, E52645; CANON CRG056: LBP325, MF542, MF543, MF552, MF553"
XBox HP CF289Y & CANON T06 & CRG-056H Chipsiz (20K),12.88 USD 512.81 TL,12.88,20000,100,5,12818,"HP CF289Y (89Y): M507,M528, E50145, E52645; CANON CRG056H: LBP325, MF542, MF543, MF552, MF553; CANON T06: 1643"
XBox HP CF360A (508A) & CANON CRG-040K Black (6.3K),12.75 USD 507.51 TL,12.75,6300,10,3,14983,"CANON 040 BK: LBP710, LBP712; HP CF360A (508A): M552, M553, M577"
XBox HP CF361A (508A) & CANON CRG-040C Cyan (5.4K),12.75 USD 507.51 TL,12.75,5400,0,0,14984,"CANON 040 C: LBP710, LBP712; HP CF361A (508A): M552, M553, M577"
XBox HP CF362A (508A) & CANON CRG-040Y Yellow (5.4K),12.75 USD 507.51 TL,12.75,5400,0,0,14985,"CANON 040 Y: LBP710, LBP712; HP CF362A (508A): M552, M553, M577"
XBox HP CF363A (508A) & CANON CRG-040M Magenta (5.4K),12.75 USD 507.51 TL,12.75,5400,0,0,14986,"CANON 040 M: LBP710, LBP712; HP CF363A (508A): M552, M553, M577"
"XBox HP CF400A,CF540A & CANON CRG-045,CRG-054,CRG-067 Universal Black (1.5K)",4.50 USD 179.26 TL,4.50,1500,100,100,16869,"HP CF400A (201A): M252, M274, M277; HP CF540A (203A): M254, M280, M281; CANON 045BK: LBP610, LBP611, LBP612, LBP613, MF631, MF632, MF633, MF634, MF635, MF636; CANON 054BK: MF621, MF623, MF641, MF642, MF643, MF645; CANON 067BK: LBP631, LBP633, MF651, MF655, MF657"
"XBox HP CF400X,CF540X & CANON CRG-045H,CRG-067H Universal Black (3.2K)",5.25 USD 209.13 TL,5.25,3200,100,30,16877,"HP CF400X (201X): M252, M274, M277; HP CF540X (203X): M254, M280, M281; CANON 045HBK: LBP610, LBP611, LBP612, LBP613, MF631, MF632, MF633, MF634, MF635, MF636; CANON 067HBK: LBP631, LBP633, MF651, MF655, MF657"
"XBox HP CF401A,CF541A & CANON CRG-045,CRG-054,CRG-067 Universal Cyan (1.4K)",4.50 USD 179.26 TL,4.50,1400,100,100,16870,"HP CF401A (201A): M252, M274, M277; HP CF541A (203A): M254, M280, M281; CANON 045C: LBP610, LBP611, LBP612, LBP613, MF631, MF632, MF633, MF634, MF635, MF636; CANON 054C: MF621, MF623, MF641, MF642, MF643, MF645; CANON 067C: LBP631, LBP633, MF651, MF655, MF657"
"XBox HP CF401X,CF541X & CANON CRG-045H,CRG-067H Universal Cyan (2.5K)",5.25 USD 209.13 TL,5.25,2500,100,30,16878,"HP CF401X (201X): M252, M274, M277; HP CF541X (203X): M254, M280, M281; CANON 045HC: LBP610, LBP611, LBP612, LBP613, MF631, MF632, MF633, MF634, MF635, MF636; CANON 067HC: LBP631, LBP633, MF651, MF655, MF657"
"XBox HP CF402A,CF542A & CANON CRG-045,CRG-054,CRG-067 Universal Yellow (1.4K)",4.50 USD 179.26 TL,4.50,1400,100,100,16871,"HP CF402A (201A): M252, M274, M277; HP CF542A (203A): M254, M280, M281; CANON 045Y: LBP610, LBP611, LBP612, LBP613, MF631, MF632, MF633, MF634, MF635, MF636; CANON 054Y: MF621, MF623, MF641, MF642, MF643, MF645; CANON 067Y: LBP631, LBP633, MF651, MF655, MF657"
"XBox HP CF402X,CF542X & CANON CRG-045H,CRG-067H Universal Yellow (2.5K)",5.25 USD 209.13 TL,5.25,2500,100,20,16879,"HP CF402X (201X): M252, M274, M277; HP CF542X (203X): M254, M280, M281; CANON 045HY: LBP610, LBP611, LBP612, LBP613, MF631, MF632, MF633, MF634, MF635, MF636; CANON 067HY: LBP631, LBP633, MF651, MF655, MF657"
"XBox HP CF403A,CF543A & CANON CRG-045,CRG-054,CRG-067 Universal Magenta (1.4K)",4.50 USD 179.26 TL,4.50,1400,100,50,16872,"HP CF403A (201A): M252, M274, M277; HP CF543A (203A): M254, M280, M281; CANON 045M: LBP610, LBP611, LBP612, LBP613, MF631, MF632, MF633, MF634, MF635, MF636; CANON 054M: MF621, MF623, MF641, MF642, MF643, MF645; CANON 067M: LBP631, LBP633, MF651, MF655, MF657"
"XBox HP CF403X,CF543X & CANON CRG-045H,CRG-067H Universal Magenta (2.5K)",5.25 USD 209.13 TL,5.25,2500,100,30,16880,"HP CF403X (201X): M252, M274, M277; HP CF543X (203X): M254, M280, M281; CANON 045HM: LBP610, LBP611, LBP612, LBP613, MF631, MF632, MF633, MF634, MF635, MF636; CANON 067HM: LBP631, LBP633, MF651, MF655, MF657"
XBox HP CF410A (410A) & CANON CRG-046K Black (2.3K),5.25 USD 209.13 TL,5.25,2300,100,30,11812,"HP CF410A (410A): M377, M452, M477; CANON 046BK: LBP650, LBP653, LBP654, MF730, MF731, MF732, MF733, MF734, MF735"
XBox HP CF410X (410X) & CANON CRG-046HBK Black (6.5K),6.75 USD 268.88 TL,6.75,6500,50,9,11903,"HP CF410X (410X): M377, M452, M477; CANON CRG046HBK: LBP650, LBP653, LBP654, MF730, MF731, MF732, MF733, MF734, MF735"
XBox HP CF411A (410A) & CANON CRG-046C Cyan (2.3K),4.93 USD 196.27 TL,4.93,2300,100,10,11813,"HP CF411A (410A): M377, M452, M477; CANON 046C: LBP650, LBP653, LBP654, MF730, MF731, MF732, MF733, MF734, MF735"
XBox HP CF411X (410X) & CANON CRG-046HC Cyan (5K),6.75 USD 268.88 TL,6.75,5000,50,4,11904,"HP CF411X (410X): M377, M452, M477; CANON CRG046HC: LBP650, LBP653, LBP654, MF730, MF731, MF732, MF733, MF734, MF735"
XBox HP CF412A (410A) & CANON CRG-046Y Yellow (2.3K),4.93 USD 196.27 TL,4.93,2300,100,10,11815,"HP CF413A (410A): M377, M452, M477; CANON 046Y: LBP650, LBP653, LBP654, MF730, MF731, MF732, MF733, MF734, MF735"
XBox HP CF412X (410X) & CANON CRG-046HY Yellow (5K),6.75 USD 268.88 TL,6.75,5000,50,5,11906,"HP CF412X (410X): M377, M452, M477; CANON CRG046HY: LBP650, LBP653, LBP654, MF730, MF731, MF732, MF733, MF734, MF735"
XBox HP CF413A (410A) & CANON CRG-046M Magenta (2.3K),4.93 USD 196.27 TL,4.93,2300,100,20,11814,"HP CF412A (410A): M377, M452, M477; CANON 046M: LBP650, LBP653, LBP654, MF730, MF731, MF732, MF733, MF734, MF735"
XBox HP CF413X (410X) & CANON CRG-046HM Magenta (5K),6.75 USD 268.88 TL,6.75,5000,30,5,11905,"HP CF413X (410X): M377, M452, M477; CANON CRG046HM: LBP650, LBP653, LBP654, MF730, MF731, MF732, MF733, MF734, MF735"
XBox HP Q2612A (12A) & CANON CRG-703 (2K),2.89 USD 114.97 TL,2.89,2000,100,100,15158,"HP Q2612A (12A): 1010, 1012, 1015, 1018, 1020, 1022, 3015, 3020, 3030, 3050, 3052, 3055, M1005, M1319; CANON CRG703: LBP2900, LBP3000"
"XBox HP Q5949A,Q7553A & CANON CRG-708,CRG-715 (3K)",4.49 USD 178.88 TL,4.49,3000,100,40,15174,"HP Q5949A (49A): 1160, 1320, 3390, 3392; HP Q7553A (53A): P2014, P2015, M2727; CANON CRG708: LBP3300, LBP3360; CANON CRG715: LBP3310, LBP3370"
